KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,HOOD,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,EG ,1009691,239131,40.82300654,-73.90808007,"(40.823006544, -73.90808007)"
105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,41,INSIDE,RESIDENCE - PUBLIC HOUSING,L ,1015284,240357,40.82635368,-73.88786624,"(40.826353684, -73.88786624)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,BR ,1018196,243839,40.83590006,-73.8773267,"(40.835900056, -73.877326699)"
109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,44,INSIDE,RESIDENCE - PUBLIC HOUSING,CP ,1008393,241797,40.8303276,-73.9127603,"(40.830327595, -73.912760304)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,TN,1032930,239207,40.82311764,-73.8241144,"(40.823117641, -73.824114397)"
109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,49,INSIDE,RESIDENCE - PUBLIC HOUSING,PB ,1022084,251879,40.85795167,-73.86323082,"(40.857951666, -73.863230822)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,BR ,1017824,243494,40.83495455,-73.87867277,"(40.834954553, -73.878672765)"
109,GRAND LARCENY,409,"LARCENY,GRAND BY EXTORTION",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,49,INSIDE,RESIDENCE - PUBLIC HOUSING,E ,1025376,256698,40.87116362,-73.85130063,"(40.871163624, -73.851300629)"
110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,SV,1020891,236726,40.81636615,-73.86762631,"(40.816366145, -73.867626311)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,FRONT OF,RESIDENCE - PUBLIC HOUSING,TN ,1031995,239064,40.82273025,-73.82749368,"(40.822730251, -73.82749368)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,CH ,1026999,237853,40.81943199,-73.84555244,"(40.819431994, -73.845552435)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,CH ,1026999,237853,40.81943199,-73.84555244,"(40.819431994, -73.845552435)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,CH,1025580,236918,40.81687244,-73.85068493,"(40.816872438, -73.850684927)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,49,FRONT OF,RESIDENCE - PUBLIC HOUSING,PB ,1022649,253078,40.86124012,-73.86118147,"(40.861240119, -73.861181471)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,44,INSIDE,RESIDENCE - PUBLIC HOUSING,CP ,1008187,241345,40.82908755,-73.9135063,"(40.829087545, -73.9135063)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,44,INSIDE,RESIDENCE - PUBLIC HOUSING,CP ,1008187,241345,40.82908755,-73.9135063,"(40.829087545, -73.9135063)"
106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,J,1007292,238953,40.82252457,-73.91674855,"(40.822524568, -73.91674855)"
109,GRAND LARCENY,419,"LARCENY,GRAND FROM PERSON,UNCL",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,BD,1021576,240437,40.82654891,-73.86513093,"(40.826548914, -73.865130932)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,BD,1020325,240688,40.82724303,-73.86964983,"(40.827243034, -73.86964983)"
106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,49,INSIDE,RESIDENCE - PUBLIC HOUSING,E ,1025362,256065,40.8694263,-73.85135513,"(40.8694263, -73.851355133)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,REAR OF,RESIDENCE - PUBLIC HOUSING,CP ,1011762,244572,40.83793432,-73.90057499,"(40.837934315, -73.900574992)"
106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,REAR OF,RESIDENCE - PUBLIC HOUSING,CH ,1025580,236918,40.81687244,-73.85068493,"(40.816872438, -73.850684927)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,FRONT OF,RESIDENCE - PUBLIC HOUSING,WB,1009295,242593,40.83250987,-73.90949794,"(40.832509874, -73.909497941)"
105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING,TN ,1033283,237655,40.8188559,-73.82285031,"(40.818855896, -73.822850307)"
110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,FRONT OF,RESIDENCE - PUBLIC HOUSING,TN,1032948,238316,40.820672,-73.82405583,"(40.820672004, -73.824055827)"
105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,BD,1021275,240025,40.82541936,-73.86622081,"(40.825419359, -73.866220811)"
109,GRAND LARCENY,437,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,REAR OF,RESIDENCE - PUBLIC HOUSING,CH,1025866,238415,40.82097993,-73.84964239,"(40.820979933, -73.849642388)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,CH ,1025708,238315,40.82070621,-73.85021386,"(40.820706205, -73.850213861)"
105,ROBBERY,398,"ROBBERY,PUBLIC PLACE INSIDE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,40,REAR OF,RESIDENCE - PUBLIC HOUSING,MR,1006895,237886,40.81959698,-73.91818655,"(40.819596981, -73.918186548)"
105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,BD,1021623,240919,40.82787167,-73.86495842,"(40.827871665, -73.864958422)"
105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,TN ,1032398,238443,40.8210236,-73.82604206,"(40.821023597, -73.826042057)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,J,1007157,238626,40.8216274,-73.91723743,"(40.821627397, -73.917237434)"
106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,CH ,1025622,237609,40.81876884,-73.85052893,"(40.818768839, -73.850528931)"
106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,41,INSIDE,RESIDENCE - PUBLIC HOUSING,L ,1015284,240357,40.82635368,-73.88786624,"(40.826353684, -73.88786624)"
109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,44,INSIDE,RESIDENCE - PUBLIC HOUSING,CP ,1008393,241797,40.8303276,-73.9127603,"(40.830327595, -73.912760304)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,TN ,1032930,239207,40.82311764,-73.8241144,"(40.823117641, -73.824114397)"
105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,TN  ,1032393,238855,40.82215445,-73.82605717,"(40.822154446, -73.826057166)"
105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,SV,1021342,237277,40.8178766,-73.86599391,"(40.817876601, -73.865993913)"
109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,49,INSIDE,RESIDENCE - PUBLIC HOUSING,PB ,1022649,253078,40.86124012,-73.86118147,"(40.861240119, -73.861181471)"
109,GRAND LARCENY,425,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,41,INSIDE,RESIDENCE - PUBLIC HOUSING,L ,1015284,240357,40.82635368,-73.88786624,"(40.826353684, -73.88786624)"
106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,J,1007157,238626,40.8216274,-73.91723743,"(40.821627397, -73.917237434)"
101,MURDER & NON-NEGL. MANSLAUGHTER,421,ROBBERY,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,OUTSIDE,RESIDENCE,BD,1021623,240919,40.82787167,-73.86495842,"(40.827871665, -73.864958422)"
109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,REAR OF,RESIDENCE - PUBLIC HOUSING,SV,1020891,236726,40.81636615,-73.86762631,"(40.816366145, -73.867626311)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,44,INSIDE,RESIDENCE - PUBLIC HOUSING,CP ,1009143,242913,40.83338861,-73.91004603,"(40.833388611, -73.910046026)"
105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,TN ,1032948,238316,40.820672,-73.82405583,"(40.820672004, -73.824055827)"
105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,REAR OF,RESIDENCE - PUBLIC HOUSING,CH ,1025580,236918,40.81687244,-73.85068493,"(40.816872438, -73.850684927)"
105,ROBBERY,394,"ROBBERY,LICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,BR ,1017824,243494,40.83495455,-73.87867277,"(40.834954553, -73.878672765)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,WB,1009295,242593,40.83250987,-73.90949794,"(40.832509874, -73.909497941)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,WB,1009295,242593,40.83250987,-73.90949794,"(40.832509874, -73.909497941)"
109,GRAND LARCENY,402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,SV,1021490,236442,40.81558414,-73.86546385,"(40.81558414, -73.865463846)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,CH ,1026596,236961,40.81698565,-73.84701407,"(40.816985648, -73.847014071)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,BR ,1018829,243632,40.83532945,-73.87504022,"(40.835329446, -73.87504022)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,49,FRONT OF,RESIDENCE - PUBLIC HOUSING,E ,1025633,256717,40.87121457,-73.85037127,"(40.871214572, -73.850371269)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,49,FRONT OF,RESIDENCE - PUBLIC HOUSING,E ,1025633,256717,40.87121457,-73.85037127,"(40.871214572, -73.850371269)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,BR,1017824,243494,40.83495455,-73.87867277,"(40.834954553, -73.878672765)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,43,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING,CH ,1025580,236918,40.81687244,-73.85068493,"(40.816872438, -73.850684927)"
105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,BR ,1018216,242660,40.83266397,-73.87726039,"(40.832663967, -73.877260393)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,SV,1020637,237482,40.8184422,-73.86853985,"(40.818442201, -73.868539851)"
109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,TN ,1033396,238306,40.82064208,-73.82243728,"(40.820642076, -73.822437283)"
105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,J,1006423,238904,40.8223923,-73.91988849,"(40.8223923, -73.919888489)"
105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,TN  ,1032398,238443,40.8210236,-73.82604206,"(40.821023597, -73.826042057)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,CH,1026268,237961,40.81973193,-73.8481928,"(40.81973193, -73.848192804)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,SV,1021490,236442,40.81558414,-73.86546385,"(40.81558414, -73.865463846)"
109,GRAND LARCENY,415,"LARCENY,GRAND FROM PERSON,PICK",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,40,REAR OF,RESIDENCE - PUBLIC HOUSING,MR,1006104,238459,40.8211717,-73.92104251,"(40.821171696, -73.921042512)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,H ,1015430,243958,40.83623688,-73.88732196,"(40.836236875, -73.887321962)"
105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,46,REAR OF,RESIDENCE - PUBLIC HOUSING,S,1005852,247414,40.84575121,-73.92192416,"(40.845751206, -73.921924155)"
105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,46,FRONT OF,RESIDENCE - PUBLIC HOUSING,U ,1008176,249832,40.85238191,-73.91351577,"(40.852381909, -73.913515771)"
110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,CH ,1025580,236918,40.81687244,-73.85068493,"(40.816872438, -73.850684927)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,45,OPPOSITE OF,STREET,TN ,1032398,238443,40.8210236,-73.82604206,"(40.821023597, -73.826042057)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,44,INSIDE,RESIDENCE - PUBLIC HOUSING,CP ,1009143,242913,40.83338861,-73.91004603,"(40.833388611, -73.910046026)"
105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,WB,1009394,242828,40.8331546,-73.90913931,"(40.833154599, -73.909139311)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,H,1015430,243958,40.83623688,-73.88732196,"(40.836236875, -73.887321962)"
101,MURDER & NON-NEGL. MANSLAUGHTER,397,ROBBERY,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,49,OUTSIDE,RESIDENCE,PB ,1022082,252494,40.85963966,-73.86323458,"(40.859639663, -73.86323458)"
105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,REAR OF,RESIDENCE - PUBLIC HOUSING,CH,1026596,236961,40.81698565,-73.84701407,"(40.816985648, -73.847014071)"
109,GRAND LARCENY,404,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,BD,1021275,240025,40.82541936,-73.86622081,"(40.825419359, -73.866220811)"
106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,FRONT OF,RESIDENCE - PUBLIC HOUSING,TN ,1033283,237655,40.8188559,-73.82285031,"(40.818855896, -73.822850307)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,REAR OF,RESIDENCE - PUBLIC HOUSING,CH ,1025622,237609,40.81876884,-73.85052893,"(40.818768839, -73.850528931)"
109,GRAND LARCENY,457,"LARCENY,GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,SV,1020891,236726,40.81636615,-73.86762631,"(40.816366145, -73.867626311)"
105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,BD,1021275,240025,40.82541936,-73.86622081,"(40.825419359, -73.866220811)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,CH ,1026304,236909,40.81684432,-73.84806933,"(40.816844318, -73.848069331)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,CH ,1026268,237961,40.81973193,-73.8481928,"(40.81973193, -73.848192804)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,CH ,1026268,237961,40.81973193,-73.8481928,"(40.81973193, -73.848192804)"
105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,FRONT OF,RESIDENCE - PUBLIC HOUSING,TN ,1032398,238443,40.8210236,-73.82604206,"(40.821023597, -73.826042057)"
109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,REAR OF,RESIDENCE - PUBLIC HOUSING,BR ,1017824,243494,40.83495455,-73.87867277,"(40.834954553, -73.878672765)"
105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,46,INSIDE,RESIDENCE - PUBLIC HOUSING,S,1005852,247414,40.84575121,-73.92192416,"(40.845751206, -73.921924155)"
105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,BD,1021275,240025,40.82541936,-73.86622081,"(40.825419359, -73.866220811)"
105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,FRONT OF,RESIDENCE - PUBLIC HOUSING,TN  ,1032948,238316,40.820672,-73.82405583,"(40.820672004, -73.824055827)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,49,FRONT OF,RESIDENCE - PUBLIC HOUSING,PB ,1022084,251879,40.85795167,-73.86323082,"(40.857951666, -73.863230822)"
110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,REAR OF,RESIDENCE - PUBLIC HOUSING,CH,1026382,237309,40.81794183,-73.84778502,"(40.817941833, -73.847785022)"
106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,SV,1020891,236726,40.81636615,-73.86762631,"(40.816366145, -73.867626311)"
109,GRAND LARCENY,457,"LARCENY,GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,CH ,1026127,237697,40.819008,-73.84870388,"(40.819007995, -73.848703875)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,SV,1020874,237525,40.81855924,-73.86768337,"(40.818559244, -73.867683367)"
110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,BR ,1017824,243494,40.83495455,-73.87867277,"(40.834954553, -73.878672765)"
109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,BR ,1017824,243494,40.83495455,-73.87867277,"(40.834954553, -73.878672765)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,SV,1020891,236726,40.81636615,-73.86762631,"(40.816366145, -73.867626311)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,SV,1020891,236726,40.81636615,-73.86762631,"(40.816366145, -73.867626311)"
105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,44,INSIDE,RESIDENCE - PUBLIC HOUSING,CP ,1009143,242913,40.83338861,-73.91004603,"(40.833388611, -73.910046026)"
109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,SB ,1009827,238606,40.82156517,-73.90759069,"(40.821565174, -73.907590687)"
109,GRAND LARCENY,404,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,FRONT OF,RESIDENCE - PUBLIC HOUSING,TN ,1032948,238316,40.820672,-73.82405583,"(40.820672004, -73.824055827)"
